id,rawName,website,sourceType,sourceName,sourceUrl,description,homepageText,careersText,lastActivityDate,country,estimatedSize,stageHint,agentConfidence,expectedCategory,expectedTrashReason
raw_0504,WorkflowStack,https://workflowstack.ai,funding_news,Growth Capital Brief,https://example-funding-digest.com/startups/workflowstack-504,"WorkflowStack is a B2B SaaS company building software for sales, revenue, and operations teams.","WorkflowStack gives sales and RevOps teams a workflow automation dashboard for GTM execution, pipeline management, and revenue operations.","We are growing our go-to-market team and hiring SDRs, BDRs, and sales leadership.",2026-05-04,Singapore,51-200,Series A,94,qualified_candidate,
raw_0505,WorkflowStack AI,https://www.workflowstack.ai,conference,AI SaaS Week Exhibitor Index,https://example-saas-growth-summit.com/exhibitors/workflowstack-505,"WorkflowStack is a B2B SaaS company building software for sales, revenue, and operations teams.","WorkflowStack gives sales and RevOps teams a workflow automation dashboard for GTM execution, pipeline management, and revenue operations.","We are growing our go-to-market team and hiring SDRs, BDRs, and sales leadership.",2026-05-04,Singapore,51-200,Series A,94,qualified_candidate,
raw_0506,WorkflowStack Inc.,https://workflowstack.ai/,conference,B2B Revenue Conference Booth Directory,https://example-saas-growth-summit.com/exhibitors/workflowstack-506,"WorkflowStack is a B2B SaaS company building software for sales, revenue, and operations teams.","WorkflowStack gives sales and RevOps teams a workflow automation dashboard for GTM execution, pipeline management, and revenue operations.","We are growing our go-to-market team and hiring SDRs, BDRs, and sales leadership.",2026-05-04,Singapore,51-200,Series A,68,qualified_candidate,
raw_0507,MeetingLayer,https://meetinglayer.com,accelerator,Northstar SaaS Demo Day,https://example-seedlaunch.com/batch/meetinglayer-507,"MeetingLayer is a B2B SaaS company building software for sales, revenue, and operations teams.","MeetingLayer gives sales and RevOps teams a workflow automation dashboard for GTM execution, pipeline management, and revenue operations.",,2026-05-07,Australia,201-500,Series A,94,qualified_candidate,
raw_0508,FunnelIQ,https://funneliq.io,startup_directory,Cloud Software Landscape,https://example-startup-directory.com/company/funneliq-508,"FunnelIQ is a B2B SaaS company building software for sales, revenue, and operations teams.","FunnelIQ gives sales and RevOps teams a workflow automation dashboard for GTM execution, pipeline management, and revenue operations.","Open roles: Head of Sales, Account Executive, Revenue Operations Manager, and SDR.",2026-03-17,US,51-200,Unknown,89,qualified_candidate,
raw_0509,FunnelIQ AI,https://funneliq.io,startup_directory,B2B Tools Index,https://example-startup-directory.com/company/funneliq-509,"FunnelIQ is a B2B SaaS company building software for sales, revenue, and operations teams.","FunnelIQ gives sales and RevOps teams a workflow automation dashboard for GTM execution, pipeline management, and revenue operations.","Open roles: Head of Sales, Account Executive, Revenue Operations Manager, and SDR.",2026-03-17,US,51-200,Unknown,62,qualified_candidate,
raw_0510,FunnelIQ Inc.,https://funneliq.io,accelerator,Foundry Ventures Startup Batch,https://example-seedlaunch.com/batch/funneliq-510,"FunnelIQ is a B2B SaaS company building software for sales, revenue, and operations teams.","FunnelIQ gives sales and RevOps teams a workflow automation dashboard for GTM execution, pipeline management, and revenue operations.","Open roles: Head of Sales, Account Executive, Revenue Operations Manager, and SDR.",2026-03-17,US,51-200,Unknown,84,qualified_candidate,
raw_0511,SalesVistaBrand,https://salesvistabrand.com,careers_page,ATS Job Board Extraction,https://jobs.example-ats.com/salesvistabrand-511,SalesVistaBrand is a creative design and marketing services agency.,"SalesVistaBrand is a creative agency offering branding, web design, landing pages, content, and visual identity services for startups.",,2026-05-20,US,11-50,Bootstrapped,84,agency_or_service_provider,Not ICP: agency/service provider
raw_0512,RevOpslyRetail,https://revopslyretail.com,accelerator,SeedLaunch Accelerator Batch,https://example-seedlaunch.com/batch/revopslyretail-512,"RevOpslyRetail is a consumer or local business, not a B2B SaaS buyer.","RevOpslyRetail is a consumer-focused local business providing lifestyle services, bookings, and retail experiences.",,2026-03-11,Singapore,11-50,Bootstrapped,78,irrelevant_business,Not ICP: irrelevant business
raw_0513,WorkflowDockClosed,https://workflowdockclosed.com,careers_page,ATS Job Board Extraction,https://jobs.example-ats.com/workflowdockclosed-513,WorkflowDockClosed is an old startup listing from a previous event.,This domain is for sale.,,2019-08-28,Singapore,Unknown,Unknown,78,dead_or_stale,Dead/stale/parked company
raw_0514,PipelineVista,https://pipelinevista.dev,careers_page,GTM Job Feed,https://jobs.example-ats.com/pipelinevista-514,"PipelineVista is a B2B SaaS company building software for sales, revenue, and operations teams.","PipelineVista is cloud software for business teams that need better go-to-market visibility, sales automation, and customer acquisition workflows.","We are growing our go-to-market team and hiring SDRs, BDRs, and sales leadership.",2026-04-29,Netherlands,201-500,Seed,94,qualified_candidate,
raw_0515,PipelineVista AI,https://www.pipelinevista.dev,conference,GTM Leaders Expo Sponsor List,https://example-saas-growth-summit.com/exhibitors/pipelinevista-515,"PipelineVista is a B2B SaaS company building software for sales, revenue, and operations teams.","PipelineVista is cloud software for business teams that need better go-to-market visibility, sales automation, and customer acquisition workflows.","We are growing our go-to-market team and hiring SDRs, BDRs, and sales leadership.",2026-04-29,Netherlands,201-500,Seed,84,qualified_candidate,
raw_0516,GTMForge,https://gtmforge.com,funding_news,Startup Funding Digest,https://example-funding-digest.com/startups/gtmforge-516,"GTMForge is a B2B SaaS company building software for sales, revenue, and operations teams.","GTMForge is cloud software for business teams that need better go-to-market visibility, sales automation, and customer acquisition workflows.","We are growing our go-to-market team and hiring SDRs, BDRs, and sales leadership.",2026-03-11,Canada,51-200,Series A,89,qualified_candidate,
raw_0517,ProspectWave,https://prospectwave.dev,funding_news,Seed Round News Feed,https://example-funding-digest.com/startups/prospectwave-517,"ProspectWave is a B2B SaaS company building software for sales, revenue, and operations teams.","ProspectWave is cloud software for business teams that need better go-to-market visibility, sales automation, and customer acquisition workflows.",We are hiring Sales Development Representatives and Account Executives to expand our GTM motion.,2026-03-18,Netherlands,11-50,Series A,78,qualified_candidate,
raw_0518,ProspectWave AI,https://prospectwave.dev,careers_page,Public Career Page Scan,https://jobs.example-ats.com/prospectwave-518,"ProspectWave is a B2B SaaS company building software for sales, revenue, and operations teams.","ProspectWave is cloud software for business teams that need better go-to-market visibility, sales automation, and customer acquisition workflows.",We are hiring Sales Development Representatives and Account Executives to expand our GTM motion.,2026-03-18,Netherlands,11-50,Series A,68,qualified_candidate,
raw_0519,QuotaIQ,https://quotaiq.dev,funding_news,Seed Round News Feed,https://example-funding-digest.com/startups/quotaiq-519,"QuotaIQ is a B2B SaaS company building software for sales, revenue, and operations teams.","QuotaIQ is cloud software for business teams that need better go-to-market visibility, sales automation, and customer acquisition workflows.","We are growing our go-to-market team and hiring SDRs, BDRs, and sales leadership.",2026-06-08,Netherlands,201-500,Unknown,78,qualified_candidate,
raw_0520,QuotaIQ AI,https://quotaiq.dev,funding_news,Seed Round News Feed,https://example-funding-digest.com/startups/quotaiq-520,"QuotaIQ is a B2B SaaS company building software for sales, revenue, and operations teams.","QuotaIQ is cloud software for business teams that need better go-to-market visibility, sales automation, and customer acquisition workflows.","We are growing our go-to-market team and hiring SDRs, BDRs, and sales leadership.",2026-06-08,Netherlands,201-500,Unknown,73,qualified_candidate,
raw_0521,MarketLayerAgency,https://marketlayeragency.com,careers_page,Revenue Hiring Monitor,https://jobs.example-ats.com/marketlayeragency-521,MarketLayerAgency is a creative design and marketing services agency.,"MarketLayerAgency is a creative agency offering branding, web design, landing pages, content, and visual identity services for startups.",,2026-03-12,US,11-50,Unknown,89,agency_or_service_provider,Not ICP: agency/service provider
raw_0522,GTMLabs,https://gtmlabs.dev,funding_news,Growth Capital Brief,https://example-funding-digest.com/startups/gtmlabs-522,"GTMLabs is a B2B SaaS company building software for sales, revenue, and operations teams.","GTMLabs is cloud software for business teams that need better go-to-market visibility, sales automation, and customer acquisition workflows.","Hiring: VP Sales, Account Executive, Partnerships Manager, and Revenue Operations Analyst.",2026-04-27,Australia,11-50,Seed,84,qualified_candidate,
raw_0523,MarketForgeAgency,https://marketforgeagency.com,startup_directory,Startup Signal Directory,https://example-startup-directory.com/company/marketforgeagency-523,MarketForgeAgency is a creative design and marketing services agency.,"MarketForgeAgency is a creative agency offering branding, web design, landing pages, content, and visual identity services for startups.",,2026-04-21,India,1-10,Bootstrapped,78,agency_or_service_provider,Not ICP: agency/service provider
raw_0524,MarketForgeAgency AI,https://www.marketforgeagency.com,conference,SaaS Growth Summit Exhibitors,https://example-saas-growth-summit.com/exhibitors/marketforgeagency-524,MarketForgeAgency is a creative design and marketing services agency.,"MarketForgeAgency is a creative agency offering branding, web design, landing pages, content, and visual identity services for startups.",,2026-04-21,India,1-10,Bootstrapped,73,agency_or_service_provider,Not ICP: agency/service provider
raw_0525,AccountEngine,https://accountengine.com,funding_news,Growth Capital Brief,https://example-funding-digest.com/startups/accountengine-525,"AccountEngine is a B2B SaaS company building software for sales, revenue, and operations teams.","AccountEngine helps growing B2B companies automate sales workflows, manage pipeline, and create qualified opportunities for account executives.","Open roles: Head of Sales, Account Executive, Revenue Operations Manager, and SDR.",2026-04-01,US,11-50,Seed,78,qualified_candidate,
raw_0526,AccountEngine AI,https://www.accountengine.com,funding_news,Growth Capital Brief,https://example-funding-digest.com/startups/accountengine-526,"AccountEngine is a B2B SaaS company building software for sales, revenue, and operations teams.","AccountEngine helps growing B2B companies automate sales workflows, manage pipeline, and create qualified opportunities for account executives.","Open roles: Head of Sales, Account Executive, Revenue Operations Manager, and SDR.",2026-04-01,US,11-50,Seed,84,qualified_candidate,
raw_0527,OutboundlyAgency,https://outboundlyagency.com,accelerator,Northstar SaaS Demo Day,https://example-seedlaunch.com/batch/outboundlyagency-527,OutboundlyAgency is a creative design and marketing services agency.,"OutboundlyAgency is a creative agency offering branding, web design, landing pages, content, and visual identity services for startups.",,2026-04-01,Singapore,51-200,Unknown,89,agency_or_service_provider,Not ICP: agency/service provider
raw_0528,GTMPilot,https://gtmpilot.ai,careers_page,GTM Job Feed,https://jobs.example-ats.com/gtmpilot-528,"GTMPilot is a B2B SaaS company building software for sales, revenue, and operations teams.","GTMPilot is a B2B SaaS platform helping revenue teams improve pipeline visibility, forecast accuracy, and sales execution. Request a demo from our sales team.","Hiring: VP Sales, Account Executive, Partnerships Manager, and Revenue Operations Analyst.",2026-03-30,US,201-500,Series A,62,qualified_candidate,
raw_0529,GTMPilot AI,https://gtmpilot.ai,startup_directory,B2B Tools Index,https://example-startup-directory.com/company/gtmpilot-529,"GTMPilot is a B2B SaaS company building software for sales, revenue, and operations teams.","GTMPilot is a B2B SaaS platform helping revenue teams improve pipeline visibility, forecast accuracy, and sales execution. Request a demo from our sales team.","Hiring: VP Sales, Account Executive, Partnerships Manager, and Revenue Operations Analyst.",2026-03-30,US,201-500,Series A,62,qualified_candidate,
raw_0530,ForecastForgePixel,https://forecastforgepixel.com,funding_news,Startup Funding Digest,https://example-funding-digest.com/startups/forecastforgepixel-530,ForecastForgePixel is a creative design and marketing services agency.,"ForecastForgePixel is a creative agency offering branding, web design, landing pages, content, and visual identity services for startups.",,2026-03-12,US,1-10,Unknown,94,agency_or_service_provider,Not ICP: agency/service provider
raw_0531,AccountOS,https://accountos.dev,careers_page,Revenue Hiring Monitor,https://jobs.example-ats.com/accountos-531,"AccountOS is a B2B SaaS company building software for sales, revenue, and operations teams.","AccountOS is cloud software for business teams that need better go-to-market visibility, sales automation, and customer acquisition workflows.","Hiring: VP Sales, Account Executive, Partnerships Manager, and Revenue Operations Analyst.",2026-03-08,US,201-500,Series A,78,qualified_candidate,
raw_0532,AccountOS AI,https://www.accountos.dev,careers_page,Public Career Page Scan,https://jobs.example-ats.com/accountos-532,"AccountOS is a B2B SaaS company building software for sales, revenue, and operations teams.","AccountOS is cloud software for business teams that need better go-to-market visibility, sales automation, and customer acquisition workflows.","Hiring: VP Sales, Account Executive, Partnerships Manager, and Revenue Operations Analyst.",2026-03-08,US,201-500,Series A,94,qualified_candidate,
raw_0533,MeetingOS,https://meetingos.app,accelerator,Foundry Ventures Startup Batch,https://example-seedlaunch.com/batch/meetingos-533,"MeetingOS is a B2B SaaS company building software for sales, revenue, and operations teams.","MeetingOS is a B2B SaaS platform helping revenue teams improve pipeline visibility, forecast accuracy, and sales execution. Request a demo from our sales team.","Open roles: Head of Sales, Account Executive, Revenue Operations Manager, and SDR.",2026-04-06,Singapore,51-200,Series B,94,qualified_candidate,
raw_0534,LedgerGrid,https://ledgergrid.co,startup_directory,B2B Tools Index,https://example-startup-directory.com/company/ledgergrid-534,"LedgerGrid is a B2B SaaS company building software for sales, revenue, and operations teams.","LedgerGrid is cloud software for business teams that need better go-to-market visibility, sales automation, and customer acquisition workflows.",We are hiring Sales Development Representatives and Account Executives to expand our GTM motion.,2026-04-16,UK,51-200,Unknown,84,qualified_candidate,
raw_0535,LedgerGrid AI,https://ledgergrid.co,startup_directory,Startup Signal Directory,https://example-startup-directory.com/company/ledgergrid-535,"LedgerGrid is a B2B SaaS company building software for sales, revenue, and operations teams.","LedgerGrid is cloud software for business teams that need better go-to-market visibility, sales automation, and customer acquisition workflows.",We are hiring Sales Development Representatives and Account Executives to expand our GTM motion.,2026-04-16,UK,51-200,Unknown,94,qualified_candidate,
raw_0536,CloseEngine,https://closeengine.ai,funding_news,Growth Capital Brief,https://example-funding-digest.com/startups/closeengine-536,"CloseEngine is a B2B SaaS company building software for sales, revenue, and operations teams.","CloseEngine is cloud software for business teams that need better go-to-market visibility, sales automation, and customer acquisition workflows.",,2026-05-30,UK,51-200,Unknown,94,qualified_candidate,
raw_0537,CloseEngine AI,https://closeengine.ai,startup_directory,EarlySaaS Directory,https://example-startup-directory.com/company/closeengine-537,"CloseEngine is a B2B SaaS company building software for sales, revenue, and operations teams.","CloseEngine is cloud software for business teams that need better go-to-market visibility, sales automation, and customer acquisition workflows.",,2026-05-30,UK,51-200,Unknown,94,qualified_candidate,
raw_0538,CloseBase,,conference,SaaS Growth Summit Exhibitors,https://example-saas-growth-summit.com/exhibitors/closebase-538,"CloseBase appears in a startup source, but there is limited evidence about current business model or activity.",Early-stage company building workflow tools. More evidence needed.,,,US,Unknown,Unknown,51,needs_review,Needs review: weak evidence
raw_0539,RevenueLabs,https://revenuelabs.co,careers_page,Public Career Page Scan,https://jobs.example-ats.com/revenuelabs-539,"RevenueLabs is a B2B SaaS company building software for sales, revenue, and operations teams.","RevenueLabs helps growing B2B companies automate sales workflows, manage pipeline, and create qualified opportunities for account executives.","We are growing our go-to-market team and hiring SDRs, BDRs, and sales leadership.",2026-05-24,UK,51-200,Series B,73,qualified_candidate,
raw_0540,RevenueLabs AI,https://revenuelabs.co,accelerator,SeedLaunch Accelerator Batch,https://example-seedlaunch.com/batch/revenuelabs-540,"RevenueLabs is a B2B SaaS company building software for sales, revenue, and operations teams.","RevenueLabs helps growing B2B companies automate sales workflows, manage pipeline, and create qualified opportunities for account executives.","We are growing our go-to-market team and hiring SDRs, BDRs, and sales leadership.",2026-05-24,UK,51-200,Series B,62,qualified_candidate,
raw_0541,FunnelOS,https://funnelos.dev,startup_directory,Startup Signal Directory,https://example-startup-directory.com/company/funnelos-541,"FunnelOS appears in a startup source, but there is limited evidence about current business model or activity.",Early-stage company building workflow tools. More evidence needed.,,,Australia,Unknown,Unknown,58,needs_review,Needs review: weak evidence
raw_0542,DataGrid,https://datagrid.ai,funding_news,Venture Update Feed,https://example-funding-digest.com/startups/datagrid-542,"DataGrid is a B2B SaaS company building software for sales, revenue, and operations teams.","DataGrid is cloud software for business teams that need better go-to-market visibility, sales automation, and customer acquisition workflows.",We are hiring Sales Development Representatives and Account Executives to expand our GTM motion.,2026-06-07,Australia,51-200,Series A,84,qualified_candidate,
raw_0543,DataGrid AI,https://datagrid.ai,startup_directory,B2B Tools Index,https://example-startup-directory.com/company/datagrid-543,"DataGrid is a B2B SaaS company building software for sales, revenue, and operations teams.","DataGrid is cloud software for business teams that need better go-to-market visibility, sales automation, and customer acquisition workflows.",We are hiring Sales Development Representatives and Account Executives to expand our GTM motion.,2026-06-07,Australia,51-200,Series A,89,qualified_candidate,
raw_0544,AccountWaveArchived,https://accountwavearchived.com,accelerator,Foundry Ventures Startup Batch,https://example-seedlaunch.com/batch/accountwavearchived-544,AccountWaveArchived is an old startup listing from a previous event.,This domain is for sale.,,2018-08-04,India,11-50,Unknown,94,dead_or_stale,Dead/stale/parked company
raw_0545,AccountDock,https://accountdock.dev,conference,AI SaaS Week Exhibitor Index,https://example-saas-growth-summit.com/exhibitors/accountdock-545,"AccountDock is a B2B SaaS company building software for sales, revenue, and operations teams.","AccountDock is cloud software for business teams that need better go-to-market visibility, sales automation, and customer acquisition workflows.","Hiring: VP Sales, Account Executive, Partnerships Manager, and Revenue Operations Analyst.",2026-04-07,Canada,201-500,Series A,62,qualified_candidate,
raw_0546,ForecastBaseCreative,https://forecastbasecreative.com,conference,SaaS Growth Summit Exhibitors,https://example-saas-growth-summit.com/exhibitors/forecastbasecreative-546,ForecastBaseCreative is a creative design and marketing services agency.,"ForecastBaseCreative is a creative agency offering branding, web design, landing pages, content, and visual identity services for startups.",,2026-04-03,UK,51-200,Unknown,68,agency_or_service_provider,Not ICP: agency/service provider
raw_0547,MeetingPilotClosed,https://meetingpilotclosed.com,accelerator,Northstar SaaS Demo Day,https://example-seedlaunch.com/batch/meetingpilotclosed-547,MeetingPilotClosed is an old startup listing from a previous event.,Parked domain. Buy this domain today.,,2021-09-10,Netherlands,Unknown,Unknown,89,dead_or_stale,Dead/stale/parked company
raw_0548,ForecastLabsFood,https://forecastlabsfood.com,funding_news,Venture Update Feed,https://example-funding-digest.com/startups/forecastlabsfood-548,"ForecastLabsFood is a consumer or local business, not a B2B SaaS buyer.","ForecastLabsFood is a consumer-focused local business providing lifestyle services, bookings, and retail experiences.",,2026-02-27,India,1-10,Bootstrapped,94,irrelevant_business,Not ICP: irrelevant business
raw_0549,PipelinePilot,https://pipelinepilot.dev,funding_news,Venture Update Feed,https://example-funding-digest.com/startups/pipelinepilot-549,"PipelinePilot is a B2B SaaS company building software for sales, revenue, and operations teams.","PipelinePilot gives sales and RevOps teams a workflow automation dashboard for GTM execution, pipeline management, and revenue operations.",We are hiring Sales Development Representatives and Account Executives to expand our GTM motion.,2026-02-28,Canada,11-50,Series A,89,qualified_candidate,
raw_0550,RevOpsLayer,https://revopslayer.io,accelerator,Northstar SaaS Demo Day,https://example-seedlaunch.com/batch/revopslayer-550,"RevOpsLayer is a B2B SaaS company building software for sales, revenue, and operations teams.","RevOpsLayer is cloud software for business teams that need better go-to-market visibility, sales automation, and customer acquisition workflows.","We are growing our go-to-market team and hiring SDRs, BDRs, and sales leadership.",2026-03-03,Australia,11-50,Series B,62,qualified_candidate,
raw_0551,RevOpsLayer AI,https://www.revopslayer.io,conference,GTM Leaders Expo Sponsor List,https://example-saas-growth-summit.com/exhibitors/revopslayer-551,"RevOpsLayer is a B2B SaaS company building software for sales, revenue, and operations teams.","RevOpsLayer is cloud software for business teams that need better go-to-market visibility, sales automation, and customer acquisition workflows.","We are growing our go-to-market team and hiring SDRs, BDRs, and sales leadership.",2026-03-03,Australia,11-50,Series B,89,qualified_candidate,
raw_0552,RevOpsLayer Inc.,https://revopslayer.io/,careers_page,ATS Job Board Extraction,https://jobs.example-ats.com/revopslayer-552,"RevOpsLayer is a B2B SaaS company building software for sales, revenue, and operations teams.","RevOpsLayer is cloud software for business teams that need better go-to-market visibility, sales automation, and customer acquisition workflows.","We are growing our go-to-market team and hiring SDRs, BDRs, and sales leadership.",2026-03-03,Australia,11-50,Series B,62,qualified_candidate,
raw_0553,DemoWave,https://demowave.dev,careers_page,GTM Job Feed,https://jobs.example-ats.com/demowave-553,"DemoWave is a B2B SaaS company building software for sales, revenue, and operations teams.","DemoWave is cloud software for business teams that need better go-to-market visibility, sales automation, and customer acquisition workflows.","Open roles: Sales Development Representative, Account Executive, and RevOps Manager.",2026-05-26,Australia,201-500,Unknown,73,qualified_candidate,
raw_0554,DemoWave AI,https://demowave.dev,accelerator,SeedLaunch Accelerator Batch,https://example-seedlaunch.com/batch/demowave-554,"DemoWave is a B2B SaaS company building software for sales, revenue, and operations teams.","DemoWave is cloud software for business teams that need better go-to-market visibility, sales automation, and customer acquisition workflows.",,2026-05-26,Australia,201-500,Unknown,84,qualified_candidate,
raw_0555,LeadHub,https://leadhub.app,careers_page,Public Career Page Scan,https://jobs.example-ats.com/leadhub-555,"LeadHub is a B2B SaaS company building software for sales, revenue, and operations teams.","LeadHub gives sales and RevOps teams a workflow automation dashboard for GTM execution, pipeline management, and revenue operations.",We are hiring Sales Development Representatives and Account Executives to expand our GTM motion.,2026-06-14,Netherlands,51-200,Series B,68,qualified_candidate,
raw_0556,MeetingForgeParked,https://meetingforgeparked.com,careers_page,Revenue Hiring Monitor,https://jobs.example-ats.com/meetingforgeparked-556,MeetingForgeParked is an old startup listing from a previous event.,This domain is for sale.,,2020-09-25,US,11-50,Unknown,78,dead_or_stale,Dead/stale/parked company
raw_0557,MarketGrid,https://marketgrid.dev,funding_news,Startup Funding Digest,https://example-funding-digest.com/startups/marketgrid-557,"MarketGrid is a B2B SaaS company building software for sales, revenue, and operations teams.","MarketGrid gives sales and RevOps teams a workflow automation dashboard for GTM execution, pipeline management, and revenue operations.",,2026-05-16,US,201-500,Unknown,89,qualified_candidate,
raw_0558,MarketGrid AI,https://www.marketgrid.dev,startup_directory,EarlySaaS Directory,https://example-startup-directory.com/company/marketgrid-558,"MarketGrid is a B2B SaaS company building software for sales, revenue, and operations teams.","MarketGrid gives sales and RevOps teams a workflow automation dashboard for GTM execution, pipeline management, and revenue operations.",,2026-05-16,US,201-500,Unknown,73,qualified_candidate,
raw_0559,GrowthStack,https://growthstack.co,accelerator,Northstar SaaS Demo Day,https://example-seedlaunch.com/batch/growthstack-559,"GrowthStack is a B2B SaaS company building software for sales, revenue, and operations teams.","GrowthStack helps growing B2B companies automate sales workflows, manage pipeline, and create qualified opportunities for account executives.","Hiring: VP Sales, Account Executive, Partnerships Manager, and Revenue Operations Analyst.",2026-05-26,Netherlands,11-50,Series B,94,qualified_candidate,
raw_0560,GrowthStack AI,https://www.growthstack.co,careers_page,GTM Job Feed,https://jobs.example-ats.com/growthstack-560,"GrowthStack is a B2B SaaS company building software for sales, revenue, and operations teams.","GrowthStack helps growing B2B companies automate sales workflows, manage pipeline, and create qualified opportunities for account executives.","Hiring: VP Sales, Account Executive, Partnerships Manager, and Revenue Operations Analyst.",2026-05-26,Netherlands,11-50,Series B,94,qualified_candidate,
raw_0561,GrowthStack Inc.,https://growthstack.co,careers_page,GTM Job Feed,https://jobs.example-ats.com/growthstack-561,"GrowthStack is a B2B SaaS company building software for sales, revenue, and operations teams.","GrowthStack helps growing B2B companies automate sales workflows, manage pipeline, and create qualified opportunities for account executives.","Hiring: VP Sales, Account Executive, Partnerships Manager, and Revenue Operations Analyst.",2026-05-26,Netherlands,11-50,Series B,89,qualified_candidate,
raw_0562,WorkflowlyStudio,https://workflowlystudio.com,careers_page,GTM Job Feed,https://jobs.example-ats.com/workflowlystudio-562,WorkflowlyStudio is a creative design and marketing services agency.,"WorkflowlyStudio is a creative agency offering branding, web design, landing pages, content, and visual identity services for startups.",,2026-03-28,Germany,1-10,Bootstrapped,73,agency_or_service_provider,Not ICP: agency/service provider
raw_0563,FunnelPath,https://funnelpath.com,careers_page,GTM Job Feed,https://jobs.example-ats.com/funnelpath-563,"FunnelPath is a B2B SaaS company building software for sales, revenue, and operations teams.","FunnelPath is cloud software for business teams that need better go-to-market visibility, sales automation, and customer acquisition workflows.","Hiring: VP Sales, Account Executive, Partnerships Manager, and Revenue Operations Analyst.",2026-05-16,UK,201-500,Unknown,89,qualified_candidate,
raw_0564,DealWorks,https://dealworks.dev,conference,B2B Revenue Conference Booth Directory,https://example-saas-growth-summit.com/exhibitors/dealworks-564,"DealWorks is a B2B SaaS company building software for sales, revenue, and operations teams.","DealWorks gives sales and RevOps teams a workflow automation dashboard for GTM execution, pipeline management, and revenue operations.","Hiring: VP Sales, Account Executive, Partnerships Manager, and Revenue Operations Analyst.",2026-04-01,Singapore,51-200,Series B,89,qualified_candidate,
raw_0565,GrowthPathDesign,https://growthpathdesign.com,conference,GTM Leaders Expo Sponsor List,https://example-saas-growth-summit.com/exhibitors/growthpathdesign-565,GrowthPathDesign is a creative design and marketing services agency.,"GrowthPathDesign is a creative agency offering branding, web design, landing pages, content, and visual identity services for startups.",,2026-05-17,Australia,1-10,Bootstrapped,84,agency_or_service_provider,Not ICP: agency/service provider
raw_0566,MarketIQAgency,https://marketiqagency.com,startup_directory,Cloud Software Landscape,https://example-startup-directory.com/company/marketiqagency-566,MarketIQAgency is a creative design and marketing services agency.,"MarketIQAgency is a creative agency offering branding, web design, landing pages, content, and visual identity services for startups.",,2026-05-17,Germany,11-50,Bootstrapped,89,agency_or_service_provider,Not ICP: agency/service provider
raw_0567,MarketWaveFitness,https://marketwavefitness.com,careers_page,Public Career Page Scan,https://jobs.example-ats.com/marketwavefitness-567,"MarketWaveFitness is a consumer or local business, not a B2B SaaS buyer.","MarketWaveFitness is a consumer-focused local business providing lifestyle services, bookings, and retail experiences.",,2026-02-13,Australia,51-200,Unknown,68,irrelevant_business,Not ICP: irrelevant business
raw_0568,DemoDock,https://demodock.app,funding_news,Growth Capital Brief,https://example-funding-digest.com/startups/demodock-568,"DemoDock is a B2B SaaS company building software for sales, revenue, and operations teams.","DemoDock is a B2B SaaS platform helping revenue teams improve pipeline visibility, forecast accuracy, and sales execution. Request a demo from our sales team.","Hiring: VP Sales, Account Executive, Partnerships Manager, and Revenue Operations Analyst.",2026-03-19,Canada,11-50,Seed,94,qualified_candidate,
raw_0569,RevOpsHub,https://revopshub.com,funding_news,Growth Capital Brief,https://example-funding-digest.com/startups/revopshub-569,"RevOpsHub is a B2B SaaS company building software for sales, revenue, and operations teams.","RevOpsHub is a B2B SaaS platform helping revenue teams improve pipeline visibility, forecast accuracy, and sales execution. Request a demo from our sales team.",,2026-05-21,US,51-200,Unknown,73,qualified_candidate,
raw_0570,DeallyMedia,https://deallymedia.com,accelerator,SeedLaunch Accelerator Batch,https://example-seedlaunch.com/batch/deallymedia-570,DeallyMedia is a creative design and marketing services agency.,"DeallyMedia is a creative agency offering branding, web design, landing pages, content, and visual identity services for startups.",,2026-06-08,Singapore,51-200,Bootstrapped,89,agency_or_service_provider,Not ICP: agency/service provider
raw_0571,PipelineOS,https://pipelineos.dev,funding_news,Seed Round News Feed,https://example-funding-digest.com/startups/pipelineos-571,"PipelineOS appears in a startup source, but there is limited evidence about current business model or activity.",Early-stage company building workflow tools. More evidence needed.,,2018-04-26,Singapore,Unknown,Unknown,42,needs_review,Needs review: weak evidence
raw_0572,PipelineOS AI,https://pipelineos.dev,conference,GTM Leaders Expo Sponsor List,https://example-saas-growth-summit.com/exhibitors/pipelineos-572,"PipelineOS appears in a startup source, but there is limited evidence about current business model or activity.",Early-stage company building workflow tools. More evidence needed.,,2018-04-26,Singapore,Unknown,Unknown,58,needs_review,Needs review: weak evidence
raw_0573,RevenueStackStudio,https://revenuestackstudio.com,funding_news,Startup Funding Digest,https://example-funding-digest.com/startups/revenuestackstudio-573,RevenueStackStudio is a creative design and marketing services agency.,"RevenueStackStudio is a creative agency offering branding, web design, landing pages, content, and visual identity services for startups.",,2026-02-23,Germany,1-10,Unknown,94,agency_or_service_provider,Not ICP: agency/service provider
raw_0574,SalesFlowClosed,https://salesflowclosed.com,funding_news,Seed Round News Feed,https://example-funding-digest.com/startups/salesflowclosed-574,SalesFlowClosed is an old startup listing from a previous event.,This website is no longer available.,,2020-12-22,Netherlands,11-50,Unknown,73,dead_or_stale,Dead/stale/parked company
